ID Lote,Variante,Lote,Fecha de Caducidad,Unidades Perdidas
01KPARJEQ3N3MHAWXC8A5274NR,"Variante variant_01KKQDT3CJ6DP0CGYEX8YMC2HC","l-2024-am",Thu Mar 19 2026 18:00:00 GMT-0600 (hora estándar central),100
01KPARJEQD3D1S6JSWVBSQX9Q5,"Variante variant_01KKQDT3CH8J7Y40YCMW7V8XDD","l-2024-am",Sun Mar 15 2026 18:00:00 GMT-0600 (hora estándar central),100
